ID,Тип,Артикул,Имя,Опубликован,рекомендуемый?,Видимость в каталоге,Короткое описание,Описание,Дата начала действия продажной цены,Дата окончания действия продажной цены,Статус налога,Налоговый класс,В наличии?,Запасы,Задержанный заказ возможен?,Продано индивидуально?,Вес (kg),Длина (cm),Ширина (cm),Высота (cm),Разрешить отзывы от клиентов?,Примечание к покупке,Цена распродажи,Базовая цена,Категории,Метки,Класс доставки,Изображения,Лимит загрузок,Число дней до просроченной загрузки,Родительский,Сгруппированные товары,Апсейл,Кросселы,Внешний URL,Текст кнопки,Позиция,Имя атрибута 1,Значение(-я) аттрибута(-ов) 1,Видимость атрибута 1,Глобальный атрибут 1
,simple,100306,"Брит премиум пауч с лососем и форелью, 100 г",1,0,visible,,"Кусочки с лососем и форелью. Влажный корм класса премиум для взрослых кошек.
 
Состав: мясо и мясные субпродукты 28%, рыба и рыбные субпродукты 8% (4% лосось, 4% форель), продукты растительного происхождения (инулин 0,4%), минеральные вещества. Не содержит красителей и консервантов.
 
Рекомендации по кормлению: следуйте суточным дозам, указанным в таблице по кормлению. У животного всегда должен быть доступ к свежей питьевой воде. Перед кормлением продукт должен быть доведен до комнатной температуры.  
Аналитический состав: белки 8,5%, жиры 4,5%, зола 2,5%, клетчатка 0,4%, влага 82%. 
 
 
Энергетическая ценность: 82 ккал/100 г.  
 
Питательные добавки на 1 кг: витамин D3 250 МЕ, витамин Е 100 мг, цинк 10 мг, марганец 2 мг, йод 0,7 мг, медь 0,2 мг, таурин 450 мг, биотин 0,1 мг.",,,taxable,,1,,0,0,,,,,0,,,173,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/44acb454ef5f2f7ffd608987dd7ada75.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100307,"Брит премиум пауч с треской, 100 г",1,0,visible,,"Брит премиум консервы (пауч) с треской для кошек. Кусочки с треской. Влажный корм класса премиум для взрослых кошек.
Ингредиенты: мясо и мясные субпродукты 28%, рыба и рыбные субпродукты 8% (треска 4%), продукты растительного происхождения (инулин 0,4%), овощи 4%, минеральные вещества. Не содержит красителей и консервантов.
Состав: белки 8,5%, жиры 4,5%, зола 2,5%, клетчатка 0,4%, влага 82%.",,,taxable,,1,,0,0,,,,,0,,,174,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/c412456ccdc9800af3d541b110b6751c.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132338,"Брит Премиум с ягнёнком и рисом для собак всех пород гипоаллергенный, 3 кг",1,0,visible,,"Полнорационный гипоаллергенный корм для  собак с чувствительным пищеварением, склонных к пищевой аллергии и собак с проблемами кожи.Состав: ягненок 31%, рис, куриный жир (консервирован токоферолами), рисовый протеин, рыбий жир из лосося, пивные дрожжи, натуральные ароматизаторы, экстракт из трав и фруктов 300 мг/кг, сушеные яблоки, минеральные вещества, маннанолигосахариды 150 мг/кг, фруктоолигосахариды 100 мг/кг, экстракт юкки Шидигера 80 мг/кг, органическая медь, органический цинк, органический селен.Аналитические составляющие:сырой протеин 24,0 %сырой жир 10,0 %влага 10,0 %сырая зола 7,0 %сырая клетчатка 2,9 %кальций 1,6 %фосфор 1,1 %Энергетическая ценность: 3 891 ккал/кгПищевые добавки на 1 кг:витамин A 15 000 МЕвитамин D3 1 500 МЕвитамин E (α-токоферол) 500 мгЕ1 железо 80 мгЕ6 цинк 70 мг Е5 марганец 36 мгЕ4 медь 20 мгЕ2 йод 0,65 мгЕ8 селен 0,2 мг",,,taxable,,1,,0,0,,,,,0,,,175,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/96d405bdece11b0b1d265b6a3db5c6b2.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132343,"Брит Премиум Сеньор L  для пожилых собак крупных пород, 15 кг ",1,0,visible,,"Полнорационный корм для стареющих собак (от 7 лет и старше) крупных пород (25–45 кг).Для собак крупных пород очень важно правильное ""поэтапное"" питание в период роста.Период роста у собак крупных пород длится до двух лет, это более длительный процесс, чем у мелких и средних пород. Поэтому первые три месяца у щенков крупных пород повышенная потребность в белках и энергии, что необходимо для правильного формирования костей и мышц.Для взрослых собак крупных пород необходимо высокое содержание в корме антиоксидантов хондропротектов для здоровья суставов.Собаки крупных пород очень часто имеют чувствительный желудочно-кишечный тракт, поэтому для них очень важно содержание пребиотиков в корме, так как они улучшают здоровье кишечной флоры и поддерживают нормальное функционирование желудочно-кишечного тракта.Составкурица 40%, кукуруза, пшеница, рис, куриный жир (консервирован токоферолами), рыбий жир из лосося, пивные дрожжи, натуральные ароматизаторы, сушеные яблоки, минеральные вещества, экстракт из трав и фруктов 300 мг/кг, глюкозамина гидрохлорид 260 мг/кг, хондроитина сульфат 160 мг/кг, маннанолигосахариды 150 мг/кг, фруктоолигосахариды 100 мг/кг, экстракт юкки Шидигера 80 мг/кг, органическая медь, органический цинк, органический селен.Аналитические составляющие:сырой протеин 26,0%сырой жир 13,0%влага 10,0%сырая зола 6,7%сырая клетчатка 2,5%кальций 1,4%фосфор 1,1%Энергетическая ценность: 4 123 ккал/кгПищевые добавки на 1 кг:витамин A 15 000 МЕвитамин D3 1 500 МЕвитамин E (α-токоферол) 500 мгЕ1 железо 80 мгЕ6 цинк 70 мгЕ5 марганец 36 мгЕ4 медь 20 мгЕ2 йод 0,65 мгЕ8 селен 0,2 мг",,,taxable,,1,,0,0,,,,,0,,,176,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/0e2cbd19255d490cdeb5b5a42cea1835.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132385,"Брит Премиум Сеньор S  для пожилых собак мелких пород, 1 кг",1,0,visible,,"Полнорационный корм для стареющих собак (от 8 лет и старше) мелких пород (1–10 кг).
У мелких пород собак небольшой и очень чувствительный желудочно-кишечный тракт и при этом довольно высокие потребности в питательных веществах.
Именно по этой причине корма для таких пород должны иметь очень высокую степень усвояемости и тщательно сбалансированный формулу содержания питательных веществ. У мелких пород намного выше потребность в активных антиоксидантах, которые положительно влияют на иммунитет и способствуют продолжительности жизни животного. Оптимальное соотношение Омега-3 и Омега-6 жирных кислот, которые способствуют активности мозга и правильному развитию нервной системы, что необходимо для развития полноценной жизнедеятельности вашего питомца.

Состав: мука из мяса курицы (41 %), кукуруза, пшеница, рис, куриный жир (консервированный токоферолами), масло лосося, пивные дрожжи, натуральные ароматизаторы, сушеные яблок, минеральные вещества, экстракт из трав и фруктов (300 мг/кг), мананоолигосахариды (150 мг/кг), фруктоолигосахариды (100 мг/кг), экстракт юкки шидигеры (80 мг/кг), органическая медь, органический цинк, органический селен.

Аналитические составляющие:
сырой протеин 26,0 %
сырой жир 14,0 %
влага10,0 %
сырая зола6,1 %
сырая клетчатка2,3 %
кальций 1,5 %
фосфор 1,1 %

Энергетическая ценность: 4 233 ккал/кг
Пищевые добавки на 1 кг:
витамин A 15 000 МЕ
витамин D3 1 500 МЕ
витамин E (α-токоферол) 500 мг
Е1 железо80 мг
Е6 цинк70 мг 
Е5 марганец36 мг
Е4 медь 20 мг
Е2 йод0,65 мг
Е8 селен 0,2 мг",,,taxable,,1,,0,0,,,,,0,,,177,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/27fde4635d0ee983a1ad72d4e3511b80.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132356,"Брит Премиум Спорт  для активных собак всех пород, 1 кг",1,0,visible,,"Предназначен для собак с высокими потребностями в энергии: работающих в упряжке, охотничьих, рабочих, охраняющих собак. 
Также может использоваться для кормления  выздоравливающих собак.

Собаки, испытывающие интенсивные нагрузки, нуждаются в корме с повышенной  концентрацией питательных веществ и витаминов. Чтобы Ваш питомец был в наилучшей форме при любых условиях и обстоятельствах чешскими специалистами был разработан корм Brit Premium Sport. Корм для Активных Собак Всех Пород. Он основан на свежей курятине, что позволило сохранить максимум полезных веществ и микроэлементов. Повышенное содержание сырого протеина и жира компенсирует высокие энергозатраты собак, испытывающих интенсивные нагрузки, и поддерживает их мускулатуру в оптимальном состоянии. Особый уникальный комплекс травяного и фруктового экстрактов защищают организм на клеточном уровне и обеспечивают сильный иммунитет в любых условиях. Добавка масла лосося помогает поддержать великолепное состояние шерсти, а сушеные яблоки положительно влияют на кишечную микрофлору.

Ингредиенты: мука из мяса курицы и куриных субпродуктов (мин 45%), рис, масло лосося, натуральные ароматизаторы, сушеные яблоки, пивные дрожжи, экстракт юкки шидигеры, минеральные вещества, DL-метионин, L–лизин, мананоолигосахариды (150 мг), фруктоолигосахариды (100 мг),хелатная медь, хелатный цинк, органический селен, витамин А, витамин D3, витамин Е (альфатокоферол).

Анализ:
сырой протеин 30%, сырой жир 20%, необработанные волокна 2,2%, сырая зола 6,8%",,,taxable,,1,,0,0,,,,,0,,,178,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/66a37579ce7a460610be051a1ffb661d.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132354,Брит Премиум Эдалт M для взрослых собак средних пород 1 кг,1,0,visible,,"Состав: курица 41%, кукуруза, пшеница, рис, куриный жир (консервирован токоферолами), рыбий жир из лосося, пивные дрожжи, натуральные ароматизаторы, сушеные яблоки, минеральные вещества, экстракт из трав и фруктов 300 мг/кг, маннанолигосахариды 150 мг/кг, фруктоолигосахариды 100 мг/кг, экстракт юкки Шидигера 80 мг/кг, органическая медь, органический цинк, органический селен.Аналитические составляющие: сырой протеин 25,0%, сырой жир 15,0%, влага 10,0%, сырая зола 6,4%, сырая клетчатка 2,2%, кальций 1,4%, фосфор 1,0%Энергетическая ценность: 4 143 ккал/кгПищевые добавки на 1 кг: витамин A 15 000 МЕ, витамин D3 1 500 МЕ, витамин E (α-токоферол) 500 мг, Е1 железо 80 мг, Е6 цинк 70 мг, Е5 марганец 36 мг, Е4 медь 20 мг, Е2 йод 0,65 мг, Е8 селен 0,2 мг",,,taxable,,1,,0,0,,,,,0,,,179,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/b5e4f9ecad7ddc54c2370482b883adc6.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132354А/5-18,Брит Премиум Эдалт M для взрослых собак средних пород 1 кг + Жевательные колбаски Молина в подарок,1,0,visible,,"Состав: курица 41%, кукуруза, пшеница, рис, куриный жир (консервирован токоферолами), рыбий жир из лосося, пивные дрожжи, натуральные ароматизаторы, сушеные яблоки, минеральные вещества, экстракт из трав и фруктов 300 мг/кг, маннанолигосахариды 150 мг/кг, фруктоолигосахариды 100 мг/кг, экстракт юкки Шидигера 80 мг/кг, органическая медь, органический цинк, органический селен.Аналитические составляющие: сырой протеин 25,0%, сырой жир 15,0%, влага 10,0%, сырая зола 6,4%, сырая клетчатка 2,2%, кальций 1,4%, фосфор 1,0%Энергетическая ценность: 4 143 ккал/кгПищевые добавки на 1 кг: витамин A 15 000 МЕ, витамин D3 1 500 МЕ, витамин E (α-токоферол) 500 мг, Е1 железо 80 мг, Е6 цинк 70 мг, Е5 марганец 36 мг, Е4 медь 20 мг, Е2 йод 0,65 мг, Е8 селен 0,2 мг",,,taxable,,1,,0,0,,,,,0,,,180,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/5fe02f5ad1bbbc27663348e9a8202faa.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132323,Брит Премиум Эдалт M для взрослых собак средних пород 15 кг,1,0,visible,,"Для активно работающих собак очень важно иметь правильное пищеварение и здоровый пищеварительный тракт, что в полной мере может обеспечить баланс клетчатки и пребиотиков, который оптимален в кормах BRIT.Содержание Омега-3 и Омега-6 жирных кислот способствует правильному развитию и деятельности головного мозга, что особенно важно для собак рабочих пород, т.к. они должны иметь высокую способность к быстрому обучению. Жирные кислоты так же поддерживают отличное состояние кожи и шерсти, способствует скорейшему заживлению ран и востановлению после травм, а входящие в состав активные антиоксиданты, поддерживают развитие деятельности иммунной системы.Средние породы склонны к ожирению, поэтому для них необходим оптимальный баланс протеинов и жиров.Состав: курица 41%, кукуруза, пшеница, рис, куриный жир (консервирован токоферолами), рыбий жир из лосося, пивные дрожжи, натуральные ароматизаторы, сушеные яблоки, минеральные вещества, экстракт из трав и фруктов 300 мг/кг, маннанолигосахариды 150 мг/кг, фруктоолигосахариды 100 мг/кг, экстракт юкки Шидигера 80 мг/кг, органическая медь, органический цинк, органический селен.Аналитические составляющие: сырой протеин 25,0%, сырой жир 15,0%, влага 10,0%, сырая зола 6,4%, сырая клетчатка 2,2%, кальций 1,4%, фосфор 1,0%Энергетическая ценность: 4 143 ккал/кгПищевые добавки на 1 кг: витамин A 15 000 МЕ, витамин D3 1 500 МЕ, витамин E (α-токоферол) 500 мг, Е1 железо 80 мг, Е6 цинк 70 мг, Е5 марганец 36 мг, Е4 медь 20 мг, Е2 йод 0,65 мг, Е8 селен 0,2 мг",,,taxable,,1,,0,0,,,,,0,,,181,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/80125de4bac83e2ec649b3d87e4412e1.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132329,Брит Премиум Юниор L для молодых собак (щенков) крупных пород 15 кг,1,0,visible,,"Полнорационный корм для щенков и молодых собак  крупных пород.Аналитические составляющие:сырой протеин 27,0 % сырой жир 16,0 % влага 10,0 % сырая зола 6,4 % сырая клетчатка 2,3 % кальций 1,6 % фосфор 1,1 %.Энергетическая ценность: 4 218 ккал/кг.Пищевые добавки на 1 кгвитамин A 20 000 МЕ витамин D3 1 900 МЕ витамин E (α-токоферол) 600 мг Е6 цинк 100 мг Е1 железо 90 мг Е5 марганец 45 мг Е4 медь 20 мг Е2 йод 1 мг Е8 селен 0,2 мг.Состав:мука из мяса курицы (42 %), рис, кукуруза, пшеница, куриный жир (консервированный токоферолами), масло лосося, пивные дрожжи, натуральные ароматизаторы, сушеные яблоки, минеральные вещества, экстракт из трав и фруктов (300 мг/кг), глюкозамин гидрохлорид (260 мг/кг), хондроитин сульфат (160 мг/кг), мананоолигосахариды (150 мг/кг), фруктоолигосахариды (100 мг/кг), экстракт юкки шидигеры (80 мг/кг), органическая медь Е4, органический цинк Е6, органический селен Е8.",,,taxable,,1,,0,0,,,,,0,,,182,Собаки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/d20d6035ee4b33bef76be1aed153530c.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100060,"Брит Сare консервы для кошек с тунцом и лососем, 80 гр",1,0,visible,,"Консервы для кошек Brit Care изготовлены из натуральных, гипоаллергенных и легко усваиваемых компонентов, которые не отягощают организм, и предохраняют от пищевой непереносимости организма.
Brit Care способствует образованию благоприятной среды в организме кошки.
Состав: Тунец 40 %, лосось 5 %, рис, вода",,,taxable,,1,,0,0,,,,,0,,,183,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/51db8f397e9dbfd3cac1f72cf67e4332.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100059,Брит Сare консервы с куриной грудкой и сыром 80 гр,1,0,visible,,"Корм обеспечивает отличное здоровье и правильное питание 

Состав корма: куриная грудка 42%,сыром рис,вода.

Жир0,3%
Белки или Протеины11%
Клетчатка1%
Зола2%",,,taxable,,1,,0,0,,,,,0,,,184,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/0e0a369079304ba0eb8b308f902e0d73.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100118,"Брит Сare консервы с курицей и сыром, 80 гр",1,0,visible,,"Изготовлен только из натуральных ингредиентов.• Не содержит сою, искусственные консерванты, красители и ароматизаторы.• Прекрасный баланс протеинов и жиров.• Содержание всех жизненно важных витаминов и минералов в идеальных пропорциях.• Удобная и гигиеничная упаковка.Состав: Куриная грудка 42%, сыр 5%, рис, модифицированный крахмал*, масло тунца, вода.*Вещество под названием «модифицированный крахмал» не имеет никакого отношения к генетически модифицированным продуктам. Это обычный крахмал с добавками, необходимыми для определенных целей.Содержание питательных веществ: протеин 12%, жир 2%, зола 2%, влажность 83%.",,,taxable,,1,,0,0,,,,,0,,,185,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/4a495959e28eda4749f196f2843bb5c7.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100119,Брит Сare консервы с тунцом 80 г ,1,0,visible,,"Дополнительный корм для кошек Пауч Brit Care для кошек - для красоты, здоровья и жизнеспособности.Brit Care изготовлен из натуральных, гипоаллергенных и хорошо усваиваемых ингредиентов, которые не перенапрягают организм и предотвращают пищевую непереносимость. Brit Care помогает поддерживать постоянную внутреннюю среду организма. Brit Care улучшает качество жизни вашей кошки.Состав: протеин (11,5%), жир (1%), зола (1,5%), влага (84%).Ингредиенты: тунец (46%), рис, пищевой крахмал модифицированный, сырое масло тунца, вода.",,,taxable,,1,,0,0,,,,,0,,,186,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/4818f909a7a2b0719f3677cff279bf49.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100062,"Брит Сare консервы с тунцом, морковью и горохом, 80 гр",1,0,visible,,"Натуральные мясные консервы для кошек
Кошки - большие гурманы и очень любят разнообразие в своем рацион. Именно для них, а также для кошек, у которых не очень хороший аппетит, мы предлагаем линию консервов BRIT Care с разнообразными вкусами. Консервы для кошек BRIT Care изготовлены из 100% натуральных компонентов. 

Ингредиенты: тунец 40 %, морковь, зеленый горошек, рис, вода.
Содержание питательных веществ:
протеины - 10,0 %
жиры - 0,1 %
зола - 2,0 %
клетчатка - 1,0 %
влажность - 85,0 %",,,taxable,,1,,0,0,,,,,0,,,187,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/c2f64a0b8ec035222539a1e2fdaa59e0.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100121,Брит Сare пауч с курицей и уткой 80 гр,1,0,visible,,"Влажный корм для кошек-паучи:
Изготовлен только из натуральных ингредиентов.
Не содержит сою, искусственные консерванты, красители и ароматизаторы.
Прекрасный баланс протеинов и жиров.
Содержит все жизненно важные витамины и минералы, в идеальных пропорциях.
Удобная и гигиеничная упаковка.
 
Рекомендации по кормлению:
кусочки в соусе можно скармливать в чистом виде или смешивать с сухими кормами. Перед употреблением продукт должен быть доведен до комнатной температуры.
 
Состав:
курица 42 %, утка 5 %, рис, модифицированный крахмал, масло тунца, вода.
 
Содержание питательных веществ: 
сырой протеин 12 %
сырой жир 1 %
зола 1,5 %
влажность 84 %",,,taxable,,1,,0,0,,,,,0,,,188,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/e328ad757382659330eea4c227cde326.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,100122,Брит Сare паучи для котят с курицей и сыром 80 гр,1,0,visible,,"Пауч д/кошек ""Курица и сыр"" 80гр*24
Консервированный корм для кошек курица с сыром, кусочки в соусе, пауч
Состав: Куриная грудка 42%, сыр 5%, рис, модифицированный крахмал, масло тунца, вода.
Содержание питательных веществ: протеин 12%, жир 2%, зола 2%, влажность 83%.
Не содержит сою, искусственные консерванты, красители и ароматизаторы.",,,taxable,,1,,0,0,,,,,0,,,189,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/d10f13be7a76caf085a2feff1bf3eb0c.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132607,"Брит Care Cat Angel Delighted  для пожилых кошек, 2кг",1,0,visible,,"Специально разработанные хрустящие гранулы рациона поддерживают здоровый аппетит, мотивируют кошку жевать и бережно обращаются со слабыми зубами
Рацион содержит минимум жира и много натуральных волокон, помогает питомцу избежать набора лишнего веса и поддержать хорошую физическую форму
Низкое содержание магния поддерживает оптимальный pH мочи и заботится о здоровье мочевыводящей системы животного

Преимущества Brit Care Cat Angel Delighted Senior
Сбалансированный минеральный гипоаллергенный состав
Высокое содержание мяса (18% дегидрированной курицы, 15% куриного филе, 12% дегидрированной индейки)
Содержит пребиотики - маннано-олигосахариды и фрукто-олигосахариды. Они защищают пищеварительный тракт от патогенной микрофлоры, поддерживают полезную для кишечника микрофлору и улучшают работу кишечника
Органическая форма селена в комбинации с витамином Е улучшают иммунитет и действуют как фактор, замедляющий старение организма
Содержание оптимальной порции Омега-3-6 жирных кислот и цинка обеспечивает здоровье кожи и блестящую мягкую шерсть
Витамин С, гексаметафосфат натрия, кальций и фосфор укрепляют зубы, а оптимальная форма и структура гранул корма  помогает очистить эмаль от налета и предупреждает возникновение зубного камня
Экстракт облепихи крушиновидной обладает противовоспалительным и антибактериальным действием, а также обеспечивает защиту мочевыводящих путей и почек",,,taxable,,1,,0,0,,,,,0,,,190,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/a4e63089e77c958ba35c631d2ce903ad.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132608,Брит Care Cat Angel Delighted Senior для пожилых кошек  400 г ,1,0,visible,,"Специально разработанные хрустящие гранулы рациона поддерживают здоровый аппетит, мотивируют кошку жевать и бережно обращаются со слабыми зубами
Рацион содержит минимум жира и много натуральных волокон, помогает питомцу избежать набора лишнего веса и поддержать хорошую физическую форму
Низкое содержание магния поддерживает оптимальный pH мочи и заботится о здоровье мочевыводящей системы животного

Преимущества Brit Care Cat Angel Delighted Senior
- Сбалансированный минеральный гипоаллергенный состав
- Высокое содержание мяса (18% дегидрированной курицы, 15% куриного филе, 12% дегидрированной индейки)
- Содержит пребиотики - маннано-олигосахариды и фрукто-олигосахариды. Они защищают пищеварительный тракт от патогенной микрофлоры, поддерживают полезную для кишечника микрофлору и улучшают работу кишечника
- Органическая форма селена в комбинации с витамином Е улучшают иммунитет и действуют как фактор, замедляющий старение организма
- Содержание оптимальной порции Омега-3-6 жирных кислот и цинка обеспечивает здоровье кожи и блестящую мягкую шерсть
 - Витамин С, гексаметафосфат натрия, кальций и фосфор укрепляют зубы, а оптимальная форма и структура гранул корма  помогает очистить эмаль от налета и предупреждает возникновение зубного камня
- Экстракт облепихи крушиновидной обладает противовоспалительным и антибактериальным действием, а также обеспечивает защиту мочевыводящих путей и почек",,,taxable,,1,,0,0,,,,,0,,,191,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/04e357e5b4ecf9af075f5a88f448ac16.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132614,Брит Care Cat Cheeky Outdoor для активных кошек и кошек уличного содержания 400 г ,1,0,visible,,"Brit Care Cheeky Outdoor – гипоаллергенный корм с олениной и рисом для взрослых активных кошек и кошек, гуляющих на улице.

СОСТАВ

Оленина (18%), дегидрированная курица (16%), куриное филе (12%), рис, куриный жир (консервирован токоферолами), рисовые отруби, сушеные яблоки, куриная печень (2%), лососевое масло, пивные дрожжи, глюкозамина сульфат (260 мг/кг), хондроитина сульфат (160 мг/кг), маннанолигосахариды (155 мг/кг), фрукто-олигосахариды (125 мг/кг), экстракт юкки Шидигера (Yucca schidigera) (85 мг/кг), облепиха крушиновидная (50 мг/кг).",,,taxable,,1,,0,0,,,,,0,,,192,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/d706f494d0b0b928a8dbb759cc74f02c.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132629А/5-18,"Брит Care Cat Cocco Gourmand беззерновой, для кошек-гурманов  400 г + Жевательные колбаски Молина в подарок",1,0,visible,,"Высокое содержание мяса (25% дегидрированной утки, 15% муки из лосося, 10% дегидрированной курицы) Сбалансированный минеральный состав. Облепиха крушиновидная, обладающая противовоспалительным и антибактериальным действием. А также обеспечивает защиту мочевыводящей системы. Гипоаллергенный состав. Витамин С и гексаметафосфат натрия. Кошачья мята повышает привлекательность корма для привередливых в еде кошек. Она имеет просто неотразимый запах. В корме много мяса и нет злаков, что очень благоприятно для кошек с чувствительным пищеварением. Аргинин и таурин, входящие в состав Брит Кеа Кэт Коко Гурман, обеспечивают функционирование жизненно важных систем.Состав: дегидрировання утка (25%), сушеный картофель, мука из лосося (15%), мука из картофеля, дегидрированная курица (10%), куриный жир (консервирован токоферолами), гидролизованный белок лосося (4%), сушеные яблоки, лососевое масло (3%), куриная печень (2%), пивные дрожжи, маннан-олигосахариды (155 мг/кг), фрукто-олигосахариды (125 мг/кг), экстракт юкки Шидигера (Yucca schidigera) (85 мг/кг), кошачья мята (50 мг/кг), облепиха крушиновидная (50 мг/кг). Гарантированный анализ: сырой белок 40%, сырой жир 19%, сырая клетчатка 3,5%, сырая зола 6,2%, влага 10%, кальций 1,2%, фосфор 0,9%, натрий 0,4%, магний 0,06%. Питательные добавки на 1 кг: витамин A (E672) 22 500 МЕ, витамин D3 (E671) 900 МЕ, витамин E (3a700) 650 мг, витамин C (E300) 300 мг, таурин 2 300 мг, холина хлорид 2 100 мг, L-карнитин 65 мг, ниацин 40 мг, биотин 1,8 мг, цинк (E6) 150 мг, марганец (E5) 56 мг, железо (E1) 47 мг, медь (E4) 11 мг, йод (E2) 3,7 мг, селен (E8) 0,23 мг, DL-метионин (3.1.1.) 13 мг, аргинин (3c3.6.1) 11 мг, L-лизин (3.2.3.) 9 мг, натрия гексаметафосфат (E452i) 710 мг. омега-3: 0,66%, омега-6: 2,67%. Энергетическая ценность: 4 200 ккал/кг.",,,taxable,,1,,0,0,,,,,0,,,193,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/960d601d8120602f8c5ab84999919edb.jpg,,,,,,,,,1,Производитель,Brit,1,1
,simple,132600,"Брит Care Cat Crazy Kitten для котят, беременных и кормящих кошек 7 кг",1,0,visible,,"Высокое содержание мяса (25% дегидрированной курицы, 22% куриного филе). Сбалансированный минеральный состав. Облепиха крушиновидная, обладающая противовоспалительным и антибактериальным действием. А также обеспечивает защиту мочевыводящей системы. Гипоаллергенный состав. Витамин С и гексаметафосфат натрия. Хорошо усваиваемые протеины улучшают развитие мускулатуры. Правильный баланс ДПА и ЭПА в Брит Кеа Кэт Крейзи Киттен поддерживает развитие мозга. Пребиотики и витамин С укрепляют иммунную систему.Состав: дегидрированная курица (25%), филе курицы (22%), рис, куриный жир (консервирован токоферолами), рисовые отруби, сушеные яблоки, лососевое масло (3%), куриная печень (2%), пивные дрожжи, Маннан-олигосахариды (165 мг/кг), фруктоолигосахариды (135 мг/кг), экстракт юкки Шидигера (Yucca Schidigera) (90 мг/кг), облепиха крушиновидная (50 мг/кг). Гарантированный анализ: сырой белок 38%, сырой жир 20%, сырая клетчатка 2,5%, сырая зола 5,5%, влага 10%, кальций 1,4%, фосфор 0,9%, натрий 0,2%, магний 0,08%. Питательные добавки на 1 кг: витамин A (E672) 25 000 МЕ, витамин D3 (E671) 1 000 МЕ, витамин E (3a700) 750 мг, витамин C (E300) 350 мг, таурин 2 500 мг, холина хлорид 2 300 мг, L-карнитин 70 мг, ниацин 45 мг, биотин 2 мг, цинк (E6) 160 мг, марганец (E5) 60 мг, железо (E1) 50 мг, медь (E4) 12 мг, йод (E2) 4 мг, селен (E8) 0,25 мг, DL-метионин (3.1.1.) 15 мг, аргинин (3c3.6.1) 12 мг, L-лизин (3.2.3.) 10 мг, натрия гексаметафосфат (E452i) 710 мг. Омега-3: 0,36%, омега-6: 2,75%. эйкозапентаеновая кислота: 0,1%, докозагексаеновая кислота: 0,14%. Энергетическая ценность: 4 400 ккал/кг.",,,taxable,,1,,0,0,,,,,0,,,194,Кошки > Корма,,,http://tintin.ru/wp-content/uploads/2018/brit/ce97d0efdd7d5463e3f307c970fa558e.jpg,,,,,,,,,1,Производитель,Brit,1,1
